# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
GJB6	ENSG00000121742	ENST00000241124	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GJB7	ENSG00000164411	ENST00000525899	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GJD2-DT	ENSG00000250007	ENST00000671663		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GJD4	ENSG00000177291	ENST00000321660	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GK5	ENSG00000175066	ENST00000392993	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GKAP1	ENSG00000165113	ENST00000376371	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GLB1	ENSG00000170266	ENST00000307363	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLB1L2	ENSG00000149328	ENST00000535456	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLCCI1	ENSG00000106415	ENST00000223145	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0
GLCE	ENSG00000138604	ENST00000261858	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0
GLDC	ENSG00000178445	ENST00000321612	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLE1	ENSG00000119392	ENST00000683748	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLG1	ENSG00000090863	ENST00000205061	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GLI1	ENSG00000111087	ENST00000228682	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLI2	ENSG00000074047	ENST00000452319	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GLI3	ENSG00000106571	ENST00000395925	protein_coding	0	0	2	6	0	0	0	0	6	2	0	0	0	0	0	0	0	0
GLIPR1L1	ENSG00000173401	ENST00000378695	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLIS1	ENSG00000174332	ENST00000628545	protein_coding	0	0	0	7	1	0	0	0	6	0	0	0	0	0	0	0	0	0
GLIS3	ENSG00000107249	ENST00000381971	protein_coding	0	0	0	21	0	0	0	0	20	0	0	0	0	0	0	0	0	1
GLIS3-AS1	ENSG00000237009	ENST00000451340		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GLIS3-AS2	ENSG00000228322	ENST00000440674		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLMN	ENSG00000174842	ENST00000370360	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLP1R	ENSG00000112164	ENST00000373256	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GLP2R	ENSG00000065325	ENST00000262441	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLRA1	ENSG00000145888	ENST00000455880	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
GLRA3	ENSG00000145451	ENST00000274093	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GLRB	ENSG00000109738	ENST00000264428	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
GLRX3	ENSG00000108010	ENST00000331244	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLRX5	ENSG00000182512	ENST00000331334	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLT1D1	ENSG00000151948	ENST00000537468	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0
GLT8D2	ENSG00000120820	ENST00000360814	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLULP3	ENSG00000254572	ENST00000526011	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GLYATL1B	ENSG00000255151	ENST00000527482	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLYATL1P4	ENSG00000254399	ENST00000529326	unprocessed_pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GLYR1	ENSG00000140632	ENST00000321919	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GM2A	ENSG00000196743	ENST00000357164	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GMDS	ENSG00000112699	ENST00000380815	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0
GMDS-DT	ENSG00000250903	ENST00000505870		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GMEB1	ENSG00000162419	ENST00000294409	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GMFG	ENSG00000130755	ENST00000597595	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
GMIP	ENSG00000089639	ENST00000203556	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GML	ENSG00000104499	ENST00000220940	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GMNC	ENSG00000205835	ENST00000442080	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GMPS	ENSG00000163655	ENST00000496455	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GNA11	ENSG00000088256	ENST00000078429	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GNA12	ENSG00000146535	ENST00000275364	protein_coding	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0	0	0	0
GNA14	ENSG00000156049	ENST00000341700	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GNA15	ENSG00000060558	ENST00000262958	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GNAI1	ENSG00000127955	ENST00000351004	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GNAI3	ENSG00000065135	ENST00000369851	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GNAL	ENSG00000141404	ENST00000334049	protein_coding	0	0	0	9	0	0	0	1	8	0	0	0	0	0	0	0	0	0
GNAO1	ENSG00000087258	ENST00000262493	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GNAQ	ENSG00000156052	ENST00000286548	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GNAZ	ENSG00000128266	ENST00000615612	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GNB1	ENSG00000078369	ENST00000378609	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
GNB1-DT	ENSG00000231050	ENST00000689170		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GNB5	ENSG00000069966	ENST00000261837	protein_coding	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	0	0	1
GNE	ENSG00000159921	ENST00000396594	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GNG12	ENSG00000172380	ENST00000370982	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GNG12-AS1	ENSG00000232284	ENST00000420587		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
GNG13	ENSG00000127588	ENST00000248150	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GNG2	ENSG00000186469	ENST00000557376	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GNG3	ENSG00000162188	ENST00000294117	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GNG4	ENSG00000168243	ENST00000366597	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GNG7	ENSG00000176533	ENST00000382159	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GNL1	ENSG00000204590	ENST00000376621	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GNL2	ENSG00000134697	ENST00000373062	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GNPAT	ENSG00000116906	ENST00000366647	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GOLGA1	ENSG00000136935	ENST00000373555	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GOLGA4	ENSG00000144674	ENST00000431105	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GOLGA5	ENSG00000066455	ENST00000163416	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GOLGA6GP	ENSG00000261303	ENST00000564933	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GOLGA6L1	ENSG00000273976	ENST00000614055	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GOLGA7B	ENSG00000155265	ENST00000370602	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GOLGA7B-DT	ENSG00000227356	ENST00000723959		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GOLGA8A	ENSG00000175265	ENST00000359187	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GOLGA8VP	ENSG00000259236	ENST00000559009	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GOLGB1	ENSG00000173230	ENST00000393667	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GOLIM4	ENSG00000173905	ENST00000470487	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GOLM1	ENSG00000135052	ENST00000388711	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GOLM2	ENSG00000166734	ENST00000299957	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GOLM2P1	ENSG00000238132	ENST00000456608	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GOLPH3L	ENSG00000143457	ENST00000271732	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GORAB	ENSG00000120370	ENST00000367763	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GORASP2	ENSG00000115806	ENST00000234160	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GOT1-DT	ENSG00000224934	ENST00000669986		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GOT2	ENSG00000125166	ENST00000245206	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GOT2P3	ENSG00000233719	ENST00000426641	transcribed_processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GP6-AS1	ENSG00000267265	ENST00000690314		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GP9	ENSG00000169704	ENST00000307395	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GPA33	ENSG00000143167	ENST00000367868	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GPANK1	ENSG00000204438	ENST00000375893	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPATCH11	ENSG00000152133	ENST00000674370	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPBP1	ENSG00000062194	ENST00000424459	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GPBP1L1	ENSG00000159592	ENST00000290795	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPC1	ENSG00000063660	ENST00000264039	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GPC5	ENSG00000179399	ENST00000377067	protein_coding	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0
GPC5-IT1	ENSG00000236240	ENST00000416664		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPC6	ENSG00000183098	ENST00000377047	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0
GPD1L	ENSG00000152642	ENST00000282541	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPD2	ENSG00000115159	ENST00000310454	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GPER1	ENSG00000164850	ENST00000297469	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPHB5	ENSG00000179600	ENST00000314140	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPHN	ENSG00000171723	ENST00000543237	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
GPLD1	ENSG00000112293	ENST00000230036	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPM6A	ENSG00000150625	ENST00000280187	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
GPM6A-DT	ENSG00000249106	ENST00000514864		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPNMB	ENSG00000136235	ENST00000647578	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR108	ENSG00000125734	ENST00000264080	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GPR135	ENSG00000181619	ENST00000395116	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR137B	ENSG00000077585	ENST00000366592	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GPR137C	ENSG00000180998	ENST00000321662	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR141	ENSG00000187037	ENST00000334425	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR142	ENSG00000257008	ENST00000335666	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPR146	ENSG00000164849	ENST00000397095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPR149	ENSG00000174948	ENST00000389740	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR151	ENSG00000173250	ENST00000311104	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPR155	ENSG00000163328	ENST00000295500	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR158	ENSG00000151025	ENST00000376351	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GPR160P1	ENSG00000203363	ENST00000443948	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GPR160P2	ENSG00000265863	ENST00000584218	processed_pseudogene	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GPR17	ENSG00000144230	ENST00000272644	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR171	ENSG00000174946	ENST00000309180	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPR176	ENSG00000166073	ENST00000561100	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR179	ENSG00000277399	ENST00000616987	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPR180	ENSG00000152749	ENST00000376958	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GPR19	ENSG00000183150	ENST00000332427	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GPR20	ENSG00000204882	ENST00000377741	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR26	ENSG00000154478	ENST00000284674	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR37L1	ENSG00000170075	ENST00000367282	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR39	ENSG00000183840	ENST00000329321	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GPR45	ENSG00000135973	ENST00000258456	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPR55	ENSG00000135898	ENST00000392039	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPR75	ENSG00000119737	ENST00000394705	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GPR83	ENSG00000123901	ENST00000243673	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GPR88	ENSG00000181656	ENST00000315033	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPRIN1	ENSG00000169258	ENST00000303991	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPSM2	ENSG00000121957	ENST00000674914	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPT2	ENSG00000166123	ENST00000340124	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GPX4	ENSG00000167468	ENST00000593032	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPX6	ENSG00000198704	ENST00000361902	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPX8	ENSG00000164294	ENST00000503787	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRAMD2B	ENSG00000155324	ENST00000513040	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000344138	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRB10	ENSG00000106070	ENST00000644879	protein_coding	0	0	1	4	0	0	0	0	4	1	0	0	0	1	0	0	0	0
GRB14	ENSG00000115290	ENST00000263915	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GRB7	ENSG00000141738	ENST00000445327	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GREB1	ENSG00000196208	ENST00000234142	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
GREB1L	ENSG00000141449	ENST00000579454	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
GREM1	ENSG00000166923	ENST00000651154	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GREM1-AS1	ENSG00000259721	ENST00000558441		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GREM2	ENSG00000180875	ENST00000318160	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRHL1	ENSG00000134317	ENST00000324907	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GRHL2	ENSG00000083307	ENST00000646743	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRIA1	ENSG00000155511	ENST00000706733	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
GRIA2	ENSG00000120251	ENST00000645636	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRIA4	ENSG00000152578	ENST00000282499	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GRID1	ENSG00000182771	ENST00000327946	protein_coding	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	2
GRID2	ENSG00000152208	ENST00000282020	protein_coding	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0
GRID2IP	ENSG00000215045	ENST00000457091	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GRIK1	ENSG00000171189	ENST00000327783	protein_coding	0	1	0	10	0	0	0	0	9	0	0	0	0	0	0	0	1	1
GRIK1-AS1	ENSG00000174680	ENST00000658262		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GRIK2	ENSG00000164418	ENST00000369134	protein_coding	0	0	0	11	0	0	0	1	10	0	0	0	0	0	0	0	0	0
GRIK3	ENSG00000163873	ENST00000373091	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
GRIK4	ENSG00000149403	ENST00000438375	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	1
GRIK5	ENSG00000105737	ENST00000301218	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRIN1	ENSG00000176884	ENST00000371546	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRIN2A	ENSG00000183454	ENST00000330684	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
GRIN2B	ENSG00000273079	ENST00000609686	protein_coding	0	0	0	11	2	0	0	0	8	0	0	0	0	0	0	0	0	1
GRIN3A	ENSG00000198785	ENST00000361820	protein_coding	0	0	0	5	1	0	0	0	4	0	0	0	0	0	0	0	0	0
GRINA	ENSG00000178719	ENST00000313269	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRIP1	ENSG00000155974	ENST00000696989	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
GRIP2	ENSG00000144596	ENST00000619221	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRK1	ENSG00000185974	ENST00000335678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GRK3	ENSG00000100077	ENST00000324198	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GRK5	ENSG00000198873	ENST00000392870	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0
GRK6	ENSG00000198055	ENST00000528793	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GRM1	ENSG00000152822	ENST00000282753	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
GRM3	ENSG00000198822	ENST00000361669	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0
GRM3-AS1	ENSG00000233073	ENST00000418031		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRM5	ENSG00000168959	ENST00000305447	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
GRM5P1	ENSG00000205035	ENST00000530858	transcribed_unprocessed_pseudogene	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
GRM5P1	ENSG00000290401	ENST00000804999		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
GRM7	ENSG00000196277	ENST00000486284	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0
GRM7-AS1	ENSG00000236202	ENST00000420230		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRM7-AS3	ENSG00000226258	ENST00000670757		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GRM8	ENSG00000179603	ENST00000706915	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0
GRPEL1	ENSG00000109519	ENST00000264954	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GRXCR1	ENSG00000215203	ENST00000399770	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GS1-24F4.2	ENSG00000245857	ENST00000772765		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
GSAP	ENSG00000186088	ENST00000257626	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GSDMB	ENSG00000073605	ENST00000360317	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSDMC	ENSG00000147697	ENST00000276708	protein_coding	1	0	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0
GSDME	ENSG00000105928	ENST00000342947	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSE1	ENSG00000131149	ENST00000253458	protein_coding	0	0	1	4	0	0	0	0	3	1	0	0	0	0	0	0	0	1
GSG1L	ENSG00000169181	ENST00000447459	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSG1L2	ENSG00000214978	ENST00000399363	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSK3B	ENSG00000082701	ENST00000678439	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
GSN	ENSG00000148180	ENST00000373818	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSR	ENSG00000104687	ENST00000221130	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSTA1	ENSG00000243955	ENST00000334575	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTA3	ENSG00000174156	ENST00000211122	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GSTA6P	ENSG00000223622	ENST00000424144	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSTA7P	ENSG00000237674	ENST00000438425	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GSTCD	ENSG00000138780	ENST00000360505	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSTK1	ENSG00000197448	ENST00000479303	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSTM2	ENSG00000213366	ENST00000369831	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSTM3	ENSG00000134202	ENST00000256594	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSTP1P1	ENSG00000257569	ENST00000548078	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GSTT4	ENSG00000276950	ENST00000621179	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
